brand id,brand name,type,slug,dosage form,generic,strength,manufacturer,package container,Package Size
20664,Diapro MR,allopathic,diapro-mrtablet-modified-release60-mg,Tablet (Modified Release),Gliclazide,60 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
20663,Diapro MR,allopathic,diapro-mrtablet-modified-release30-mg,Tablet (Modified Release),Gliclazide,30 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
5224,Diapro,allopathic,diaprotablet80-mg,Tablet,Gliclazide,80 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(50's pack: ৳ 350.00),,Unit Price: ৳ 7.00,(60's pack: ৳ 420.00),","(50's pack: ৳ 350.00),(60's pack: ৳ 420.00)"
5223,Diaprid,allopathic,diapridtablet80-mg,Tablet,Gliclazide,80 mg,Alco Pharma Ltd.,"Unit Price: ৳ 6.02,(30's pack: ৳ 180.60),",(30's pack: ৳ 180.60)
28524,Diaplus XR,allopathic,diaplus-xrtablet-extended-release5-mg,Tablet (Extended Release),Glipizide,5 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 2.80,(30's pack: ৳ 84.00),",(30's pack: ৳ 84.00)
5349,Diaplus,allopathic,diaplustablet5-mg,Tablet,Glipizide,5 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 2.00,(50's pack: ৳ 100.00),",(50's pack: ৳ 100.00)
5352,Diapizi,allopathic,diapizitablet5-mg,Tablet,Glipizide,5 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 2.00,(50's pack: ৳ 100.00),",(50's pack: ৳ 100.00)
5351,Diapizi,allopathic,diapizitablet25-mg,Tablet,Glipizide,2.5 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 1.00,(100's pack: ৳ 100.00),",(100's pack: ৳ 100.00)
5605,Diapiotab,allopathic,diapiotabtablet30-mg,Tablet,Pioglitazone,30 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(50's pack: ৳ 600.00),",(50's pack: ৳ 600.00)
5604,Diapiotab,allopathic,diapiotabtablet15-mg,Tablet,Pioglitazone,15 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(50's pack: ৳ 400.00),",(50's pack: ৳ 400.00)
21062,Diapamiro,allopathic,diapamiroinjection370-mgml,Injection,Iopamidol,370 mg/ml,Techno Drugs Ltd.,"100 ml vial: ৳ 2,100.00",
21061,Diapamiro,allopathic,diapamiroinjection370-mgml,Injection,Iopamidol,370 mg/ml,Techno Drugs Ltd.,"50 ml vial: ৳ 1,100.00",
27354,Diapac,allopathic,diapaciv-injection350-mgml,IV Injection,Iohexol,350 mg/ml,Techno Drugs Ltd.,"20 ml bottle: ৳ 603.37,50 ml bottle: ৳ 976.59,100 ml bottle: ৳ 1,880.00",
5565,Dianorm,allopathic,dianormtablet1-mg,Tablet,Repaglinide,1 mg,Rephco Pharmaceuticals Ltd.,"Unit Price: ৳ 3.75,(30's pack: ৳ 112.50),",(30's pack: ৳ 112.50)
2294,Dianide,allopathic,dianidetablet500-mg,Tablet,Nitazoxanide,500 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 10.07,(6's pack: ৳ 60.42),",(6's pack: ৳ 60.42)
2295,Dianide,allopathic,dianidepowder-for-suspension100-mg5-ml,Powder for Suspension,Nitazoxanide,100 mg/5 ml,General Pharmaceuticals Ltd.,30 ml bottle: ৳ 35.24,
14886,Dianak,allopathic,dianakiv-infusion,IV Infusion,Cholera Saline,,Orion Infusion Ltd.,"500 ml bag: ৳ 49.66,1000 ml bag: ৳ 92.01",
33143,Diampa M,allopathic,diampa-mtablet5-mg500-mg,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Renata Limited,"Unit Price: ৳ 18.00,(18's pack: ৳ 324.00),",(18's pack: ৳ 324.00)
29852,Diampa,allopathic,diampatablet25-mg,Tablet,Empagliflozin,25 mg,Renata Limited,"Unit Price: ৳ 50.00,(10's pack: ৳ 500.00),",(10's pack: ৳ 500.00)
29853,Diampa,allopathic,diampatablet10-mg,Tablet,Empagliflozin,10 mg,Renata Limited,"Unit Price: ৳ 25.00,(20's pack: ৳ 500.00),",(20's pack: ৳ 500.00)
30634,Diamine Penicillin,allopathic,diamine-penicillininjection12-lac-unitsvial,Injection,Benzathine Penicillin,12 lac units/vial,Renata Limited,12 lac units vial: ৳ 24.30,
5374,Diamin,allopathic,diamintablet500-mg,Tablet,Metformin Hydrochloride,500 mg,Virgo Pharmaceuticals Ltd.,"Unit Price: ৳ 2.50,(30's pack: ৳ 75.00),",(30's pack: ৳ 75.00)
5375,Diamin,allopathic,diamintablet850-mg,Tablet,Metformin Hydrochloride,850 mg,Virgo Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),",(30's pack: ৳ 90.00)
20655,Diamicron MR,allopathic,diamicron-mrtablet-modified-release60-mg,Tablet (Modified Release),Gliclazide,60 mg,Servier Bangladesh Operation,"Unit Price: ৳ 18.50,(30's pack: ৳ 555.00),",(30's pack: ৳ 555.00)
20654,Diamicron MR,allopathic,diamicron-mrtablet-modified-release30-mg,Tablet (Modified Release),Gliclazide,30 mg,Servier Bangladesh Operation,"Unit Price: ৳ 12.03,(30's pack: ৳ 360.90),",(30's pack: ৳ 360.90)
15640,Dialyte-B,allopathic,dialyte-bdialysis-solution,Dialysis Solution,Bicarbonate Component [HCO3 Hemodialysis Solution],,Popular Pharmaceuticals Ltd.,10 liters container: ৳ 411.50,
15642,Dialyte-AC,allopathic,dialyte-acdialysis-solution,Dialysis Solution,Acetate Formulation [Hemodialysis Solution],,Popular Pharmaceuticals Ltd.,10 liters container: ৳ 562.10,
15639,Dialyte-A,allopathic,dialyte-adialysis-solution,Dialysis Solution,Acidic component [HCO3 Hemodialysis Solution],,Popular Pharmaceuticals Ltd.,10 liters container: ৳ 516.90,
27978,Dialozin,allopathic,dialozintablet5-mg,Tablet,Dapagliflozin Propanediol,5 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 16.00,(30's pack: ৳ 480.00),",(30's pack: ৳ 480.00)
24072,Aceril,allopathic,aceriltablet25-mg,Tablet,Ramipril,2.5 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
1675,Aceptin-R,allopathic,aceptin-rtablet150-mg,Tablet,Ranitidine Hydrochloride,150 mg,Asiatic Laboratories Ltd.,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),",(100's pack: ৳ 200.00)
5339,Diavir,allopathic,diavirtablet1-mg,Tablet,Glimepiride,1 mg,Virgo Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
28810,Diavil,allopathic,diaviltablet50-mg,Tablet,Vildagliptin,50 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
5574,Diatus,allopathic,diatustablet15-mg,Tablet,Pioglitazone,15 mg,Navana Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
28525,Diatrol MR,allopathic,diatrol-mrtablet-modified-release60-mg,Tablet (Modified Release),Gliclazide,60 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
5226,Diatrol MR,allopathic,diatrol-mrtablet-modified-release30-mg,Tablet (Modified Release),Gliclazide,30 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(50's pack: ৳ 400.00),",(50's pack: ৳ 400.00)
5225,Diatrol,allopathic,diatroltablet80-mg,Tablet,Gliclazide,80 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(50's pack: ৳ 400.00),,Unit Price: ৳ 8.00,(100's pack: ৳ 800.00),","(50's pack: ৳ 400.00),(100's pack: ৳ 800.00)"
27910,Diasweet,allopathic,diasweettablet18-mg,Tablet,Aspartame,18 mg,The White Horse Pharma,"Unit Price: ৳ 0.90,(100's pack: ৳ 90.00),",(100's pack: ৳ 90.00)
16761,Diasulin R,allopathic,diasulin-rsc-injection40-iuml,SC Injection,Insulin Human [Fast-Acting],40 IU/ml,ACI Limited,10 ml vial: ৳ 195.00,
16762,Diasulin R,allopathic,diasulin-rsc-injection100-iuml,SC Injection,Insulin Human [Fast-Acting],100 IU/ml,ACI Limited,10 ml vial: ৳ 415.00,
32029,Diasulin R,allopathic,diasulin-rsc-injection100-iuml,SC Injection,Insulin Human [Fast-Acting],100 IU/ml,ACI Limited,"3 ml cartridge: ৳ 220.00,(3's pack: ৳ 660.00),",(3's pack: ৳ 660.00)
32030,Diasulin N,allopathic,diasulin-nsc-injection100-iuml,SC Injection,Insulin Human [Long-Acting],100 IU/ml,ACI Limited,"3 ml cartridge: ৳ 220.00,(3's pack: ৳ 660.00),",(3's pack: ৳ 660.00)
16788,Diasulin N,allopathic,diasulin-nsc-injection40-iuml,SC Injection,Insulin Human [Long-Acting],40 IU/ml,ACI Limited,10 ml vial: ৳ 195.00,
16789,Diasulin N,allopathic,diasulin-nsc-injection100-iuml,SC Injection,Insulin Human [Long-Acting],100 IU/ml,ACI Limited,10 ml vial: ৳ 415.00,
32249,Diasulin,allopathic,diasulinsc-injection3070-in-100-iuml,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,ACI Limited,"3 ml cartridge: ৳ 222.00,(3's pack: ৳ 666.00),",(3's pack: ৳ 666.00)
16810,Diasulin,allopathic,diasulinsc-injection5050-in-100-iuml,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,ACI Limited,10 ml vial: ৳ 415.00,
16808,Diasulin,allopathic,diasulinsc-injection3070-in-100-iuml,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,ACI Limited,10 ml vial: ৳ 415.00,
16807,Diasulin,allopathic,diasulinsc-injection3070-in-40-iuml,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 40 IU/ml,ACI Limited,10 ml vial: ৳ 195.00,
16809,Diasulin,allopathic,diasulinsc-injection5050-in-40-iuml,SC Injection,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 40 IU/ml,ACI Limited,10 ml vial: ৳ 195.00,
29878,Diastat,allopathic,diastattablet10-mg,Tablet,Empagliflozin,10 mg,The White Horse Pharma,"Unit Price: ৳ 25.00,(20's pack: ৳ 500.00),",(20's pack: ৳ 500.00)
29879,Diastat,allopathic,diastattablet25-mg,Tablet,Empagliflozin,25 mg,The White Horse Pharma,"Unit Price: ৳ 40.00,(10's pack: ৳ 400.00),",(10's pack: ৳ 400.00)
14887,Diasol,allopathic,diasoliv-infusion,IV Infusion,Cholera Saline,,Libra Infusions Ltd.,"500 ml bag: ৳ 70.14,1000 ml bag: ৳ 91.99",
5478,Diaset,allopathic,diasettablet50-mg,Tablet,Miglitol,50 mg,ACI Limited,"Unit Price: ৳ 15.11,(30's pack: ৳ 453.30),",(30's pack: ৳ 453.30)
5477,Diaset,allopathic,diasettablet25-mg,Tablet,Miglitol,25 mg,ACI Limited,"Unit Price: ৳ 10.07,(30's pack: ৳ 302.10),",(30's pack: ৳ 302.10)
28775,Diaseal,allopathic,diasealtablet80-mg,Tablet,Gliclazide,80 mg,Team Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
16514,Diascan,allopathic,diascaniv-injection287-mgml,IV Injection,Gadodiamide,287 mg/ml,Techno Drugs Ltd.,10 ml vial: ৳ 550.00,
5289,Diaryl,allopathic,diaryltablet1-mg,Tablet,Glimepiride,1 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
5290,Diaryl,allopathic,diaryltablet2-mg,Tablet,Glimepiride,2 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
5291,Diaryl,allopathic,diaryltablet3-mg,Tablet,Glimepiride,3 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
2297,Diar,allopathic,diarpowder-for-suspension100-mg5-ml,Powder for Suspension,Nitazoxanide,100 mg/5 ml,ACI Limited,"30 ml bottle: ৳ 35.24,60 ml bottle: ৳ 50.34",
2296,Diar,allopathic,diartablet500-mg,Tablet,Nitazoxanide,500 mg,ACI Limited,"Unit Price: ৳ 10.07,(10's pack: ৳ 100.70),",(10's pack: ৳ 100.70)
21,Acepro,allopathic,aceprotablet100-mg,Tablet,Aceclofenac,100 mg,The White Horse Pharma,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
10973,Diclofen,allopathic,diclofengel1-ww,Gel,Diclofenac Sodium,1% w/w,Opsonin Pharma Ltd.,50 gm tube: ৳ 97.00,
27040,Diclofen,allopathic,diclofensuppository100-mg,Suppository,Diclofenac Sodium,100 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 20.00,(10's pack: ৳ 200.00),",(10's pack: ৳ 200.00)
10977,Diclofen,allopathic,diclofensuppository25-mg,Suppository,Diclofenac Sodium,25 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 12.09,(10's pack: ৳ 120.90),",(10's pack: ৳ 120.90)
32328,Diclofast SR,allopathic,diclofast-srcapsule-sustained-release100-mg,Capsule (Sustained Release),Diclofenac Sodium,100 mg,Al-Madina Pharmaceuticals Ltd.,Unit Price: ৳ 3.00,
10969,Diclo TR,allopathic,diclo-trcapsule-timed-release100-mg,Capsule (Timed Release),Diclofenac Sodium,100 mg,Apollo Pharmaceutical Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
10968,Diclo,allopathic,diclotablet50-mg,Tablet,Diclofenac Sodium,50 mg,Apollo Pharmaceutical Ltd.,"Unit Price: ৳ 0.40,(100's pack: ৳ 40.00),",(100's pack: ৳ 40.00)
26415,Dicliz Plus,allopathic,dicliz-plustablet-delayed-release10-mg10-mg,Tablet (Delayed Release),Pyridoxine Hydrochloride + Doxylamine Succinate,10 mg+10 mg,Aristopharma Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
26416,Dicliz Plus,allopathic,dicliz-plustablet-extended-release20-mg20-mg,Tablet (Extended Release),Pyridoxine Hydrochloride + Doxylamine Succinate,20 mg+20 mg,Aristopharma Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
7967,Dicephin,allopathic,dicephiniv-injection1-gmvial,IV Injection,Ceftriaxone Sodium,1 gm/vial,Drug International Ltd.,1 gm vial: ৳ 190.00,
7968,Dicephin,allopathic,dicephiniv-injection2-gmvial,IV Injection,Ceftriaxone Sodium,2 gm/vial,Drug International Ltd.,2 gm vial: ৳ 301.00,
7966,Dicephin,allopathic,dicephiniv-injection500-mgvial,IV Injection,Ceftriaxone Sodium,500 mg/vial,Drug International Ltd.,500 mg vial: ৳ 130.00,
7965,Dicephin,allopathic,dicephiniv-injection250-mgvial,IV Injection,Ceftriaxone Sodium,250 mg/vial,Drug International Ltd.,250 mg vial: ৳ 100.00,
7962,Dicephin,allopathic,dicephinim-injection250-mgvial,IM Injection,Ceftriaxone Sodium,250 mg/vial,Drug International Ltd.,250 mg vial: ৳ 100.00,
7963,Dicephin,allopathic,dicephinim-injection500-mgvial,IM Injection,Ceftriaxone Sodium,500 mg/vial,Drug International Ltd.,500 mg vial: ৳ 130.00,
7964,Dicephin,allopathic,dicephinim-injection1-gmvial,IM Injection,Ceftriaxone Sodium,1 gm/vial,Drug International Ltd.,1 gm vial: ৳ 190.00,
6862,Dicef Forte,allopathic,dicef-fortepowder-for-suspension250-mg5-ml,Powder for Suspension,Cephradine,250 mg/5 ml,Drug International Ltd.,100 ml bottle: ৳ 120.40,
6866,Dicef,allopathic,dicefimiv-injection1-gmvial,IM/IV Injection,Cephradine,1 gm/vial,Drug International Ltd.,1 gm vial: ৳ 85.00,
6863,Dicef,allopathic,dicefpediatric-drops125-mg125-ml,Pediatric Drops,Cephradine,125 mg/1.25 ml,Drug International Ltd.,15 ml bottle: ৳ 50.00,
6861,Dicef,allopathic,dicefpowder-for-suspension125-mg5-ml,Powder for Suspension,Cephradine,125 mg/5 ml,Drug International Ltd.,100 ml bottle: ৳ 81.00,
6860,Dicef,allopathic,dicefcapsule500-mg,Capsule,Cephradine,500 mg,Drug International Ltd.,"Unit Price: ৳ 13.00,(30's pack: ৳ 390.00),",(30's pack: ৳ 390.00)
6859,Dicef,allopathic,dicefcapsule250-mg,Capsule,Cephradine,250 mg,Drug International Ltd.,"Unit Price: ৳ 7.00,(50's pack: ৳ 350.00),",(50's pack: ৳ 350.00)
16341,Dicaltrol Plus,allopathic,dicaltrol-plustablet025-mcg252-mg,Tablet,Calcitriol + Calcium Citrate,0.25 mcg+252 mg,Drug International Ltd.,"Unit Price: ৳ 13.00,(30's pack: ৳ 390.00),,Unit Price: ৳ 13.00,(20's pack: ৳ 260.00),","(30's pack: ৳ 390.00),(20's pack: ৳ 260.00)"
13516,Dicaltrol,allopathic,dicaltrolcapsule025-mcg,Capsule,Calcitriol,0.25 mcg,Drug International Ltd.,"Unit Price: ৳ 10.05,(60's pack: ৳ 603.00),",(60's pack: ৳ 603.00)
5205,Dibenol,allopathic,dibenoltablet5-mg,Tablet,Glibenclamide,5 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 0.35,(300's pack: ৳ 105.00),",(300's pack: ৳ 105.00)
27153,Diazox,allopathic,diazoxpowder-for-suspension100-mg5-ml,Powder for Suspension,Nitazoxanide,100 mg/5 ml,Kumudini Pharma Ltd.,30 ml bottle: ৳ 35.00,
27152,Diazox,allopathic,diazoxtablet500-mg,Tablet,Nitazoxanide,500 mg,Kumudini Pharma Ltd.,"Unit Price: ৳ 100.00,(12's pack: ৳ 1,200.00),","(12's pack: ৳ 1,200.00)"
4219,Diazimet,allopathic,diazimettablet5-mg,Tablet,Diazepam,5 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 0.50,(100's pack: ৳ 50.00),",(100's pack: ৳ 50.00)
5267,Diazid,allopathic,diazidtablet80-mg,Tablet,Gliclazide,80 mg,NIPRO JMI Pharma Ltd.,"Unit Price: ৳ 6.02,(50's pack: ৳ 301.00),",(50's pack: ৳ 301.00)
9727,Diavix,allopathic,diavixtablet150-mg300-mg,Tablet,Lamivudine + Zidovudine,150 mg+300 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 45.00,(10's pack: ৳ 450.00),",(10's pack: ৳ 450.00)
2608,Acepril,allopathic,acepriltablet10-mg,Tablet,Lisinopril,10 mg,Drug International Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
2607,Acepril,allopathic,acepriltablet5-mg,Tablet,Lisinopril,5 mg,Drug International Ltd.,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
5295,Dieta,allopathic,dietatablet4-mg,Tablet,Glimepiride,4 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
11872,Didryl,allopathic,didrylsyrup10-mg5-ml,Syrup,Diphenhydramine Hydrochloride,10 mg/5 ml,Gaco Pharmaceuticals Ltd.,100 ml bottle: ৳ 45.31,
12701,Dicot,allopathic,dicotcream101,Cream,Econazole Nitrate + Triamcinolone Acetonide,1%+0.1%,Drug International Ltd.,10 gm tube: ৳ 41.00,
4334,Diconten,allopathic,dicontentablet05-mg10-mg,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Drug International Ltd.,"Unit Price: ৳ 4.50,(56's pack: ৳ 252.00),",(56's pack: ৳ 252.00)
5208,Dicon,allopathic,dicontablet5-mg,Tablet,Glibenclamide,5 mg,Jayson Pharmaceuticals Ltd.,"Unit Price: ৳ 0.28,(100's pack: ৳ 28.00),",(100's pack: ৳ 28.00)
10992,Diclovir SR,allopathic,diclovir-srcapsule-sustained-release100-mg,Capsule (Sustained Release),Diclofenac Sodium,100 mg,Virgo Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
10991,Diclovir,allopathic,diclovirtablet50-mg,Tablet,Diclofenac Sodium,50 mg,Virgo Pharmaceuticals Ltd.,"Unit Price: ৳ 0.75,(100's pack: ৳ 75.00),",(100's pack: ৳ 75.00)
10989,Diclorex RTD,allopathic,diclorex-rtdretard-tablet100-mg,Retard Tablet,Diclofenac Sodium,100 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
10990,Diclorex,allopathic,diclorexim-injection75-mg3-ml,IM Injection,Diclofenac Sodium,75 mg/3 ml,Medimet Pharmaceuticals Ltd.,"3 ml ampoule: ৳ 9.50,(10's pack: ৳ 95.00),",(10's pack: ৳ 95.00)
10987,Diclorex,allopathic,diclorextablet25-mg,Tablet,Diclofenac Sodium,25 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 0.54,(100's pack: ৳ 54.00),",(100's pack: ৳ 54.00)
10988,Diclorex,allopathic,diclorextablet50-mg,Tablet,Diclofenac Sodium,50 mg,Medimet Pharmaceuticals Ltd.,"Unit Price: ৳ 0.70,(100's pack: ৳ 70.00),",(100's pack: ৳ 70.00)
10986,Diclonil SR,allopathic,diclonil-srcapsule-sustained-release100-mg,Capsule (Sustained Release),Diclofenac Sodium,100 mg,Zenith Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
19837,Diclonil,allopathic,dicloniltablet50-mg,Tablet,Diclofenac Sodium,50 mg,Zenith Pharmaceuticals Ltd.,"Unit Price: ৳ 0.80,(100's pack: ৳ 80.00),",(100's pack: ৳ 80.00)
10982,Diclonac TR,allopathic,diclonac-trcapsule-timed-release100-mg,Capsule (Timed Release),Diclofenac Sodium,100 mg,Ziska Pharmaceuticals Ltd.,"Unit Price: ৳ 1.60,(50's pack: ৳ 80.00),",(50's pack: ৳ 80.00)
10984,Diclonac Plus,allopathic,diclonac-plusim-injection75-mg20-mg2-ml,IM Injection,Diclofenac Sodium + Lidocaine Hydrochloride,(75 mg+20 mg)/2 ml,Ziska Pharmaceuticals Ltd.,"2 ml ampoule: ৳ 9.50,(10's pack: ৳ 95.00),",(10's pack: ৳ 95.00)
10983,Diclonac,allopathic,diclonacim-injection75-mg3-ml,IM Injection,Diclofenac Sodium,75 mg/3 ml,Ziska Pharmaceuticals Ltd.,"3 ml ampoule: ৳ 8.50,(10's pack: ৳ 85.00),",(10's pack: ৳ 85.00)
10980,Diclon SR,allopathic,diclon-srtablet-sustained-release100-mg,Tablet (Sustained Release),Diclofenac Sodium,100 mg,Central Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
11123,Diclon,allopathic,diclonophthalmic-solution01,Ophthalmic Solution,Diclofenac Sodium (Ophthalmic),0.10%,Reman Drug Laboratories Ltd.,5 ml drop: ৳ 78.50,
10979,Diclon,allopathic,diclonophthalmic-solution01,Ophthalmic Solution,Diclofenac Sodium (Ophthalmic),0.10%,Central Pharmaceuticals Ltd.,5 ml drop: ৳ 78.50,
29897,DicloGel,allopathic,diclogelgel1-ww,Gel,Diclofenac Sodium,1% w/w,Incepta Pharmaceuticals Ltd.,50 gm tube: ৳ 97.00,
10972,Diclofen SR,allopathic,diclofen-srtablet-sustained-release100-mg,Tablet (Sustained Release),Diclofenac Sodium,100 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 3.01,(100's pack: ৳ 301.00),",(100's pack: ৳ 301.00)
10975,Diclofen Plus,allopathic,diclofen-plusim-injection75-mg20-mg2-ml,IM Injection,Diclofenac Sodium + Lidocaine Hydrochloride,(75 mg+20 mg)/2 ml,Opsonin Pharma Ltd.,"2 ml ampoule: ৳ 15.10,(15's pack: ৳ 226.50),",(15's pack: ৳ 226.50)
29930,Diclofen K,allopathic,diclofen-ktablet50-mg,Tablet,Diclofenac Potassium,50 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
10974,Diclofen,allopathic,diclofenim-injection75-mg3-ml,IM Injection,Diclofenac Sodium,75 mg/3 ml,Opsonin Pharma Ltd.,"3 ml ampoule: ৳ 15.10,(10's pack: ৳ 151.00),",(10's pack: ৳ 151.00)
19861,Diclofen,allopathic,diclofenophthalmic-solution01,Ophthalmic Solution,Diclofenac Sodium (Ophthalmic),0.10%,Opsonin Pharma Ltd.,5 ml drop: ৳ 80.00,
10976,Diclofen,allopathic,diclofensuppository125-mg,Suppository,Diclofenac Sodium,12.5 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 9.06,(25's pack: ৳ 226.50),",(25's pack: ৳ 226.50)
10971,Diclofen,allopathic,diclofentablet50-mg,Tablet,Diclofenac Sodium,50 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 0.88,(100's pack: ৳ 88.00),",(100's pack: ৳ 88.00)
27717,Diclofen,allopathic,diclofenophthalmic-solution01,Ophthalmic Solution,Diclofenac Sodium (Ophthalmic),0.10%,Opso Saline Ltd.,5 ml drop: ৳ 80.00,
10558,Acep Plus,allopathic,acep-plustablet500-mg65-mg,Tablet,Paracetamol + Caffeine,500 mg+65 mg,Zenith Pharmaceuticals Ltd.,"Unit Price: ৳ 1.50,(200's pack: ৳ 300.00),",(200's pack: ৳ 300.00)
10388,Acep,allopathic,aceppediatric-drops80-mgml,Pediatric Drops,Paracetamol,80 mg/ml,Zenith Pharmaceuticals Ltd.,15 ml bottle: ৳ 11.00,
10387,Acep,allopathic,aceporal-suspension120-mg5-ml,Oral Suspension,Paracetamol,120 mg/5 ml,Zenith Pharmaceuticals Ltd.,60 ml bottle: ৳ 16.11,
30158,Dilast,allopathic,dilasttablet20-mg,Tablet,Torasemide,20 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
3965,Dilarof,allopathic,dilaroftablet500-mcg,Tablet,Roflumilast,500 mcg,UniMed UniHealth,"Unit Price: ৳ 20.00,(20's pack: ৳ 400.00),",(20's pack: ৳ 400.00)
30724,Dilapress,allopathic,dilapresstablet125-mg,Tablet,Carvedilol,12.5 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
2526,Dilapress,allopathic,dilapresstablet625-mg,Tablet,Carvedilol,6.25 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),",(30's pack: ৳ 90.00)
30725,Dilapress,allopathic,dilapresstablet25-mg,Tablet,Carvedilol,25 mg,Beximco Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
