brand id,brand name,type,slug,dosage form,generic,strength,manufacturer,package container,Package Size
29709,Acme's Spirulina,herbal,acmes-spirulinacapsule450-mg,Capsule,Spirulina,450 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),",(30's pack: ৳ 120.00)
29708,Acme's Chyabanprash,herbal,acmes-chyabanprashoral-suspension,Oral Suspension,Emblic Myrobalan + Aswagandha + Grape,,ACME Laboratories Ltd.,"100 gm container: ৳ 110.00,200 gm container: ৳ 200.00",
29707,Acme's Basok,herbal,acmes-basoksyrup,Syrup,Herbal cough syrup [Vasakarista],,ACME Laboratories Ltd.,"100 ml bottle: ৳ 65.00,200 ml bottle: ৳ 100.00",
29650,Centurin,herbal,centurincapsule250-mg,Capsule,Penitab,250 mg,Hamdard Bangladesh,"Unit Price: ৳ 4.40,(50's pack: ৳ 220.00),",(50's pack: ৳ 220.00)
29648,Carmina,herbal,carminatablet,Tablet,Herbal gastric preparation,,Hamdard Bangladesh,"Unit Price: ৳ 1.42,(60's pack: ৳ 85.00),",(60's pack: ৳ 85.00)
29649,Carmina,herbal,carminasyrup,Syrup,Herbal gastric preparation,,Hamdard Bangladesh,"100 ml bottle: ৳ 50.00,225 ml bottle: ৳ 85.00,450 ml bottle: ৳ 130.00",
28872,Cardi Q,herbal,cardi-qcapsule50-mg,Capsule,Coenzyme Q10 [Ubidecarenone],50 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(50's pack: ৳ 600.00),",(50's pack: ৳ 600.00)
28873,Cardi Q,herbal,cardi-qcapsule100-mg,Capsule,Coenzyme Q10 [Ubidecarenone],100 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
29647,Calrip,herbal,calriptablet,Tablet,Marwareedi,,Hamdard Bangladesh,"Unit Price: ৳ 22.00,(50's pack: ৳ 1,100.00),","(50's pack: ৳ 1,100.00)"
32191,Brogel,herbal,brogelcapsule500-mg,Capsule,Spirulina,500 mg,Bronson  Laboratories (BD) Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
29720,Braintel,herbal,braintelsyrup,Syrup,Brahmi Rasayan,,ACME Laboratories Ltd.,100 ml bottle: ৳ 75.00,
29908,Bolardi,herbal,bolardicapsule500-mg,Capsule,Saccharomyces Boulardii,500 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 16.00,(30's pack: ৳ 480.00),",(30's pack: ৳ 480.00)
29907,Bolardi,herbal,bolardicapsule250-mg,Capsule,Saccharomyces Boulardii,250 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
31985,Bliss,herbal,blisscapsule140-mg,Capsule,Silymarin [Milk thistle],140 mg,Purnava Limited,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
31650,Black Cohos,herbal,black-cohoscapsule40-mg,Capsule,Black Cohosh [Cimicifuga Racemosa],40 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 6.50,(30's pack: ৳ 195.00),",(30's pack: ৳ 195.00)
13948,Biovit-E,herbal,biovit-echewable-tablet200-mg,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 5.00,(15's pack: ৳ 75.00),",(15's pack: ৳ 75.00)
31161,Bioprem,herbal,biopremcapsule2500-mcg,Capsule,Biotin,2500 mcg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 25.00,(30's pack: ৳ 750.00),",(30's pack: ৳ 750.00)
31160,Bioprem,herbal,biopremcapsule1000-mcg,Capsule,Biotin,1000 mcg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
31734,Bioglo,herbal,bioglocapsule1000-mcg,Capsule,Biotin,1000 mcg,Drug International Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
32753,Bioglo,herbal,bioglocapsule2500-mcg,Capsule,Biotin,2500 mcg,Drug International Ltd.,"Unit Price: ৳ 25.00,(30's pack: ৳ 750.00),",(30's pack: ৳ 750.00)
28010,Biogen,herbal,biogentablet1-gm,Tablet,Collagen II & GAGs,1 gm,Kemiko Pharmaceuticals Ltd.,"Unit Price: ৳ 26.33,(60's pack: ৳ 1,580.00),","(60's pack: ৳ 1,580.00)"
29565,Bio-7,herbal,bio-7tablet1000-mcg,Tablet,Biotin,1000 mcg,The White Horse Pharma,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
30066,Bilogin,herbal,bilogincapsule60-mg,Capsule,Ginkgo Biloba,60 mg,Alien Pharma,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
29857,Biloba,herbal,bilobacapsule60-mg,Capsule,Ginkgo Biloba,60 mg,Drug International Ltd.,"Unit Price: ৳ 6.00,(32's pack: ৳ 192.00),",(32's pack: ৳ 192.00)
29559,Betaburn,herbal,betaburnointment025-ww,Ointment,β-Sitosterol,0.25% w/w,Square Pharmaceuticals Ltd.,25 gm tube: ৳ 100.00,
29757,Bel,herbal,belsyrup1-gm05-gm5-ml,Syrup,Belgiri [Bael fruit + Connessi bark],(1 gm+0.5 gm)/5 ml,Ibn Sina Pharmaceuticals Ltd.,"100 ml bottle: ৳ 37.50,200 ml bottle: ৳ 68.75",
29756,Basokof,herbal,basokofsyrup,Syrup,Herbal cough syrup [Vasakarista],,Ibn Sina Pharmaceuticals Ltd.,"100 ml bottle: ৳ 50.00,200 ml bottle: ৳ 87.50",
30451,Basak,herbal,basaksyrup,Syrup,Herbal cough syrup [Vasakarista],,Hamdard Bangladesh,100 ml bottle: ৳ 65.00,
29755,Bandish,herbal,bandishtablet1563-mg7812-mg,Tablet,"Bandish [Oak Galls, Tannic acid]",15.63 mg+78.12 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),",(30's pack: ৳ 90.00)
29719,Balarist-A,herbal,balarist-asyrup,Syrup,Balarista,,ACME Laboratories Ltd.,200 ml bottle: ৳ 100.00,
29718,Asparex,herbal,asparexsyrup,Syrup,Compound Asparagus,,ACME Laboratories Ltd.,200 ml bottle: ৳ 150.00,
28220,Asmarid,herbal,asmaridsyrup,Syrup,Mahadrakkharist [Grape extract],,ACME Laboratories Ltd.,200 ml bottle: ৳ 100.00,
28723,E-Cap,herbal,e-capcapsule600-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],600 IU,Drug International Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
13951,E 400,herbal,e-400chewable-tablet400-iu,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],400 IU,Bristol Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),,Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),","(30's pack: ৳ 150.00),(50's pack: ৳ 250.00)"
13950,E 200,herbal,e-200chewable-tablet200-iu,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 IU,Bristol Pharmaceuticals Ltd.,"Unit Price: ৳ 3.33,(30's pack: ৳ 100.00),,Unit Price: ৳ 3.33,(100's pack: ৳ 333.00),","(30's pack: ৳ 100.00),(100's pack: ৳ 333.00)"
29655,Dysni,herbal,dysnitablet,Tablet,Pechish,,Hamdard Bangladesh,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
29761,Duratab,herbal,duratabtablet,Tablet,Habb-e-Nishat,,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 17.25,(10's pack: ৳ 172.50),",(10's pack: ৳ 172.50)
27662,Dubarel,herbal,dubarelsyrup,Syrup,Aushokarist [Saraca Indica],,Square Pharmaceuticals Ltd.,200 ml bottle: ৳ 100.00,
29654,Dolabi,herbal,dolabitablet,Tablet,Natural medicine for diabetes,,Hamdard Bangladesh,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
29563,DK,herbal,dkcapsule400-iu60-mcg30-mcg,Capsule,Vitamin D3 + Vitamin K1 + Vitamin K2,400 IU+60 mcg+30 mcg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
29760,Dirulina,herbal,dirulinacapsule500-mg,Capsule,Spirulina,500 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(50's pack: ৳ 300.00),",(50's pack: ৳ 300.00)
29722,Digac,herbal,digacsyrup,Syrup,Jamani Arka,,ACME Laboratories Ltd.,"100 ml bottle: ৳ 45.00,200 ml bottle: ৳ 80.00",
33111,Difans,herbal,difanssyrup5-mg,Syrup,Hazmina,5 mg,Drug International Ltd.,"100 ml bottle: ৳ 60.00,225 ml bottle: ৳ 90.00,450 ml bottle: ৳ 130.00",
29162,Devas,herbal,devassyrup,Syrup,Herbal cough syrup [Adhatoda Vasica],,Drug International Ltd.,"100 ml bottle: ৳ 70.00,200 ml bottle: ৳ 90.00",
29653,Dermaid,herbal,dermaidointment,Ointment,Marham Kharish,,Hamdard Bangladesh,20 gm tube: ৳ 70.00,
30996,Decaren,herbal,decarencapsule60-mg,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,Renata Limited,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
29652,Danta Rakkha,herbal,danta-rakkhaoral-powder,Oral Powder,Sanoon Babla,,Hamdard Bangladesh,50 gm pack: ৳ 65.00,
29704,Dabur Chyawanprash,herbal,dabur-chyawanprashoral-suspension,Oral Suspension,Emblic Myrobalan + Aswagandha + Grape,,Dabur India Limited,500 gm container: ৳ 300.00,
29787,D-Sefa,herbal,d-sefacapsule500-mg,Capsule,Nigella Sativa [Black Seed Oil],500 mg,Drug International Ltd.,"Unit Price: ৳ 7.00,(50's pack: ৳ 350.00),",(50's pack: ৳ 350.00)
27680,Curnoid,herbal,curnoidtablet500-mg,Tablet,Curcuminoids [Curcuma Longa],500 mg,Radiant Nutraceuticals Ltd.,"Unit Price: ৳ 35.00,(20's pack: ৳ 700.00),",(20's pack: ৳ 700.00)
27679,Cranbiotic,herbal,cranbioticcapsule400-mg,Capsule,Cranberry [Vaccinium macrocarpon],400 mg,Radiant Nutraceuticals Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
30140,Cran-B,herbal,cran-bcapsule400-mg,Capsule,Cranberry [Vaccinium macrocarpon],400 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
13949,Cpvit E,herbal,cpvit-echewable-tablet200-mg,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Cosmo Pharma Ltd.,"Unit Price: ৳ 2.00,(50's pack: ৳ 100.00),",(50's pack: ৳ 100.00)
14756,Cozyme,herbal,cozymecapsule60-mg,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,Drug International Ltd.,"Unit Price: ৳ 15.05,(30's pack: ৳ 451.50),",(30's pack: ৳ 451.50)
14755,Cozyme,herbal,cozymecapsule30-mg,Capsule,Coenzyme Q10 [Ubidecarenone],30 mg,Drug International Ltd.,"Unit Price: ৳ 8.05,(30's pack: ৳ 241.50),",(30's pack: ৳ 241.50)
14754,CoQ,herbal,coqcapsule60-mg,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,Beacon Pharmaceuticals Ltd.,"Unit Price: ৳ 15.05,(24's pack: ৳ 361.20),",(24's pack: ৳ 361.20)
14753,CoQ,herbal,coqcapsule30-mg,Capsule,Coenzyme Q10 [Ubidecarenone],30 mg,Beacon Pharmaceuticals Ltd.,"Unit Price: ৳ 8.02,(30's pack: ৳ 240.60),",(30's pack: ৳ 240.60)
29721,Cool max,herbal,cool-maxointment,Ointment,Mentha + Cinnamomum + Gaultheria + Capsicum,,ACME Laboratories Ltd.,20 gm tube: ৳ 70.00,
23426,Colmint,herbal,colmintcapsule187-mg02-ml,Capsule,Peppermint Oil,187 mg/0.2 ml,Square Pharmaceuticals Ltd.,"Each soft gel capsule: ৳ 6.00,(30's pack: ৳ 180.00),,Each liquid filled capsule: ৳ 7.02,(30's pack: ৳ 210.60),","(30's pack: ৳ 180.00),(30's pack: ৳ 210.60)"
29651,Cinkara,herbal,cinkarasyrup,Syrup,Herbal Multivitamin,,Hamdard Bangladesh,"100 ml bottle: ৳ 60.00,225 ml bottle: ৳ 120.00,450 ml bottle: ৳ 200.00",
29759,Chirol,herbal,chiroltablet,Tablet,Sharbat Musaffi,,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
30162,Femorose,herbal,femorosecapsule1000-mg,Capsule,Evening primrose oil,1000 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
29724,Femiton,herbal,femitontablet500-mg,Tablet,Monjistha [Rubia cordifolia],500 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
29723,Fecilax,herbal,fecilaxeffervescent-powder35-gm75-mg538-gm,Effervescent Powder,Psyllium [Ispaghula Husk] + Senna Extract,(3.5 gm+7.5 mg)/5.38 gm,ACME Laboratories Ltd.,100 gm container: ৳ 350.00,
13982,EVV,herbal,evvchewable-tablet200-mg,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Pharmadesh Laboratories Ltd.,"Unit Price: ৳ 5.52,(15's pack: ৳ 82.82),",(15's pack: ৳ 82.82)
13967,Evit,herbal,evitcapsule400-mg,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
13966,Evit,herbal,evitcapsule200-mg,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),",(30's pack: ৳ 120.00)
13985,Evidon,herbal,evidonchewable-tablet200-mg,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Doctor’s Chemical Works Ltd.,"Unit Price: ৳ 2.90,(100's pack: ৳ 290.00),",(100's pack: ৳ 290.00)
29658,Etrifal Ustukhudus,herbal,etrifal-ustukhuduspowder-for-suspension,Powder for Suspension,Lavendar [Lavendula stoechas],,Hamdard Bangladesh,100 gm container: ৳ 120.00,
27663,Eredex,herbal,eredexcapsule54-mg,Capsule,Yohimbine Hydrochloride,5.4 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 30.00,(24's pack: ৳ 720.00),",(24's pack: ৳ 720.00)
27504,Eprim Plus,herbal,eprim-pluscapsule1000-mg,Capsule,Evening primrose oil,1000 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
13077,Eprim,herbal,eprimcapsule500-mg,Capsule,Evening primrose oil,500 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
29157,Enerton,herbal,enertonsyrup,Syrup,Balarista,,Square Pharmaceuticals Ltd.,200 ml bottle: ৳ 170.00,
29657,Endurex,herbal,endurexcapsule,Capsule,Mumshik,,Hamdard Bangladesh,"Unit Price: ৳ 60.00,(20's pack: ৳ 1,200.00),","(20's pack: ৳ 1,200.00)"
29656,Endemali,herbal,endemalipowder-for-suspension,Powder for Suspension,Antacid [Unani],,Hamdard Bangladesh,"1 sachet: ৳ 19.00,(20's pack: ৳ 380.00),",(20's pack: ৳ 380.00)
13958,Efynal,herbal,efynalchewable-tablet200-mg,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Healthcare Pharmaceuticals Ltd.,"Unit Price: ৳ 6.50,(25's pack: ৳ 162.50),",(25's pack: ৳ 162.50)
13954,Ecovit-S,herbal,ecovit-scapsule200-mg,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 mg,Globe Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(100's pack: ৳ 400.00),",(100's pack: ৳ 400.00)
13955,Ecovit,herbal,ecovitcapsule400-mg,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 mg,Globe Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(50's pack: ৳ 300.00),",(50's pack: ৳ 300.00)
28756,E-Zen,herbal,e-zenchewable-tablet200-mg,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Zenith Pharmaceuticals Ltd.,"Unit Price: ৳ 3.51,(50's pack: ৳ 175.50),",(50's pack: ৳ 175.50)
28254,E-Tab,herbal,e-tabchewable-tablet200-iu,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 IU,ACME Laboratories Ltd.,"Unit Price: ৳ 3.27,(100's pack: ৳ 327.00),",(100's pack: ৳ 327.00)
13963,E-Soft,herbal,e-softcapsule400-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(50's pack: ৳ 300.00),",(50's pack: ৳ 300.00)
13962,E-Soft,herbal,e-softcapsule200-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(100's pack: ৳ 400.00),",(100's pack: ৳ 400.00)
13961,E-Gold,herbal,e-goldcapsule200-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,Rangs Pharmaceuticals Ltd.,"Unit Price: ৳ 4.02,(30's pack: ৳ 120.60),,Unit Price: ৳ 4.02,(50's pack: ৳ 201.00),","(30's pack: ৳ 120.60),(50's pack: ৳ 201.00)"
27802,E-Gold,herbal,e-goldcapsule400-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,Rangs Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
13960,E-Gel DS,herbal,e-gel-dscapsule400-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,Renata Limited,"Unit Price: ৳ 6.02,(50's pack: ৳ 301.00),",(50's pack: ৳ 301.00)
13959,E-Gel,herbal,e-gelcapsule200-iu,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,Renata Limited,"Unit Price: ৳ 4.01,(100's pack: ৳ 401.00),",(100's pack: ৳ 401.00)
